time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo
20210521,滨湖,多云,27,18,73,2,东南风,3级,良
20210522,滨湖,多云-小雨,27,18,56,2,东南风,4级,良
20210523,滨湖,大雨-小雨,19,18,29,1,东风,3级,优
20210524,滨湖,阴-多云,28,20,67,2,西风,微风,良
20210525,滨湖,多云-小雨,31,19,88,2,西南风,3级,良
20210526,滨湖,大雨-多云,20,19,45,1,东北风,3级,优
20210527,滨湖,阴-多云,29,22,42,1,西南风,3级,优
20210528,滨湖,阴-多云,29,20,56,2,西南风,3级,良
20210529,滨湖,阴-晴,29,20,60,2,东南风,3级,良
20210530,滨湖,多云,32,20,67,2,南风,2级,良
20210531,滨湖,多云-晴,31,21,57,2,东南风,3级,良
20210601,滨湖,晴-阵雨,29,21,34,1,东南风,4级,优
20210602,滨湖,阴-阵雨,26,21,26,1,东南风,4级,优
20210603,滨湖,阴-阵雨,26,19,58,2,西北风,3级,良
20210604,滨湖,阴-多云,26,18,53,2,西南风,3级,良
20210605,滨湖,晴,32,19,75,2,南风,3级,良
20210606,滨湖,晴,33,19,87,2,东南风,3级,良
20210607,滨湖,阴-多云,35,21,77,2,东南风,3级,良
20210608,滨湖,阴-多云,30,24,35,1,东南风,3级,优
20210609,滨湖,阴-雷阵雨,32,24,49,1,东南风,3级,优
20210610,滨湖,阴,28,24,27,1,东南风,3级,优
20210611,滨湖,阴-多云,32,23,76,2,东南风,2级,良
20210612,滨湖,多云-雷阵雨,33,24,41,1,东南风,3级,优
20210613,滨湖,阴-小雨,28,25,29,1,西南风,2级,优
20210614,滨湖,阴-小雨,31,25,34,1,东南风,3级,优
20210615,滨湖,阴-小雨,33,24,33,1,西南风,3级,优
20210616,滨湖,阴-雷阵雨,29,23,31,1,东北风,2级,优
20210617,滨湖,小雨,26,24,33,1,东南风,2级,优
20210618,滨湖,阴-小雨,26,22,38,1,西北风,3级,优
20210619,滨湖,小雨-阴,23,20,28,1,东南风,2级,优
20210620,滨湖,阴-多云,29,19,50,1,东南风,2级,优
20210621,滨湖,多云-晴,31,21,64,2,东南风,2级,良
20210622,滨湖,晴-多云,32,20,63,2,东南风,3级,良
20210623,滨湖,晴-多云,34,21,55,2,东南风,3级,良
20210624,滨湖,多云,34,23,58,2,东南风,3级,良
20210625,滨湖,多云-雷阵雨,33,24,51,2,东南风,4级,良
20210626,滨湖,阴-小雨,28,24,30,1,东南风,3级,优
20210627,滨湖,阴-小雨,26,23,26,1,东南风,2级,优
20210628,滨湖,阴-多云,30,23,24,1,东北风,3级,优
20210629,滨湖,多云,31,24,41,1,东南风,3级,优
20210630,滨湖,阴-多云,31,24,32,1,东南风,3级,优
20210701,滨湖,阴-中雨,32,25,27,1,东南风,3级,优
20210702,滨湖,小雨-中雨,28,25,25,1,东南风,3级,优
20210703,滨湖,阴-大雨,31,25,35,1,西南风,4级,优
20210704,滨湖,大雨-小雨,26,24,46,1,东北风,2级,优
20210705,滨湖,阴-多云,34,27,64,2,东南风,2级,良
20210706,滨湖,阴-多云,36,27,45,1,东南风,2级,优
20210707,滨湖,阴-小雨,36,27,54,2,西南风,3级,良
20210708,滨湖,大雨-中雨,30,25,36,1,西南风,3级,优
20210709,滨湖,阴-小雨,32,27,55,2,西南风,3级,良
20210710,滨湖,多云,34,26,45,1,南风,4级,优
20210711,滨湖,阴-多云,35,27,58,2,东南风,3级,良
20210712,滨湖,多云,36,28,55,2,东南风,3级,良
20210713,滨湖,阴-多云,36,29,54,2,东南风,3级,良
20210714,滨湖,阴-多云,37,30,64,2,东南风,3级,良
20210715,滨湖,多云,38,29,51,2,东南风,3级,良
20210716,滨湖,阴-多云,33,27,33,1,东南风,3级,优
20210717,滨湖,阴-多云,33,27,26,1,东南风,4级,优
20210718,滨湖,多云,33,26,31,1,东南风,4级,优
20210719,滨湖,多云,34,27,29,1,东南风,4级,优
20210720,滨湖,阴-多云,34,27,27,1,东南风,4级,优
20210721,滨湖,多云,33,26,28,1,东风,3级,优
20210722,滨湖,阴-多云,32,27,30,1,东北风,4级,优
20210723,滨湖,阴-小雨,34,26,22,1,东北风,4级,优
20210724,滨湖,小雨-中雨,30,26,22,1,东北风,4级,优
20210725,滨湖,大雨,27,25,12,1,东北风,6级,优
20210726,滨湖,中雨-大雨,27,25,15,1,东北风,6级,优
20210727,滨湖,中雨-大雨,27,26,15,1,东南风,5级,优
20210728,滨湖,小雨-多云,31,26,26,1,东南风,5级,优
20210729,滨湖,多云,33,26,31,1,西南风,3级,优
20210730,滨湖,多云,34,26,47,1,西风,3级,优
20210731,滨湖,阴-多云,33,27,41,1,东南风,2级,优
20210801,滨湖,阴-多云,33,27,50,1,东风,2级,优
20210802,滨湖,阴-多云,34,27,33,1,东风,3级,优
20210803,滨湖,阴-多云,33,27,23,1,东北风,3级,优
20210804,滨湖,多云,33,27,25,1,东南风,4级,优
20210805,滨湖,阴-多云,33,26,26,1,东南风,4级,优
20210806,滨湖,多云,33,26,28,1,东南风,3级,优
20210807,滨湖,阴-多云,33,26,29,1,东北风,3级,优
20210808,滨湖,多云,33,25,33,1,东北风,2级,优
20210809,滨湖,多云,34,26,49,1,东南风,2级,优
20210810,滨湖,阴-小雨,34,26,40,1,东南风,2级,优
20210811,滨湖,小雨-中雨,29,25,40,1,东南风,2级,优
20210812,滨湖,阴-小雨,29,25,31,1,东北风,3级,优
20210813,滨湖,阴-中雨,29,24,34,1,东北风,3级,优
20210814,滨湖,阴-中雨,25,23,30,1,东北风,3级,优
20210815,滨湖,中雨-小雨,26,23,30,1,东北风,3级,优
20210816,滨湖,阴-小雨,26,23,26,1,北风,2级,优
20210817,滨湖,多云,31,23,34,1,东北风,3级,优
20210818,滨湖,阴-多云,31,23,46,1,东南风,2级,优
20210819,滨湖,阴-多云,31,25,68,2,东南风,2级,良
20210820,滨湖,阴-中雨,32,26,55,2,东南风,3级,良
20210821,滨湖,阴-多云,31,25,34,1,西北风,3级,优
20210822,滨湖,多云,33,26,56,2,东南风,2级,良
20210823,滨湖,阴-小雨,34,27,34,1,东南风,3级,优
20210824,滨湖,阴-中雨,28,26,30,1,西北风,3级,优
20210825,滨湖,多云,31,25,39,1,西风,2级,优
20210826,滨湖,阴-小雨,34,26,72,2,东南风,2级,良
20210827,滨湖,阴-中雨,30,26,47,1,西北风,3级,优
20210828,滨湖,阴-多云,32,26,67,2,东北风,2级,良
20210829,滨湖,阴-多云,34,26,70,2,东北风,2级,良
20210830,滨湖,多云,35,26,47,1,东南风,3级,优
20210831,滨湖,多云,35,27,52,2,东南风,3级,良
20210901,滨湖,多云-小雨,35,26,47,1,东北风,2级,优
20210902,滨湖,多云,30,24,36,1,西北风,3级,优
20210903,滨湖,多云,30,25,37,1,东北风,3级,优
20210904,滨湖,雾-多云,31,27,29,1,东南风,3级,优
20210905,滨湖,多云,33,26,51,2,南风,3级,良
20210906,滨湖,多云,29,24,48,1,西北风,3级,优
20210907,滨湖,多云,29,23,37,1,西北风,3级,优
20210908,滨湖,多云-小雨,27,24,34,1,东南风,2级,优
20210909,滨湖,多云-雷阵雨,32,24,40,1,东南风,2级,优
20210910,滨湖,多云,33,25,48,1,西北风,2级,优
20210911,滨湖,雾-多云,32,25,29,1,东风,3级,优
20210912,滨湖,多云-小雨,30,25,23,1,东北风,4级,优
20210913,滨湖,多云-中雨,27,24,12,1,东北风,5级,优
20210914,滨湖,多云,26,23,29,1,西北风,5级,优
20210915,滨湖,多云,28,23,38,1,西北风,4级,优
20210916,滨湖,多云,29,20,29,1,北风,3级,优
20210917,滨湖,多云,29,19,47,1,北风,2级,优
20210918,滨湖,晴-多云,30,20,51,2,东南风,2级,良
20210919,滨湖,多云,31,24,60,2,东南风,4级,良
20210920,滨湖,多云,28,20,41,1,西风,4级,优
20210921,滨湖,晴-多云,30,22,38,1,西南风,2级,优
20210922,滨湖,晴-多云,34,22,46,1,西南风,2级,优
20210923,滨湖,多云,35,22,68,2,东南风,3级,良
20210924,滨湖,多云,31,22,54,2,东南风,4级,良
20210925,滨湖,多云,31,22,43,1,东南风,4级,优
20210926,滨湖,多云,31,23,48,1,东南风,3级,优
20210927,滨湖,雾-多云,33,24,56,2,东南风,2级,良
20210928,滨湖,多云,31,24,74,2,东南风,2级,良
20210929,滨湖,中雨-多云,29,20,36,1,西北风,3级,优
20210930,滨湖,多云,29,19,37,1,东北风,2级,优
20211001,滨湖,多云,31,21,42,1,东南风,2级,优
20211002,滨湖,多云,32,22,56,2,东南风,3级,良
20211003,滨湖,多云,33,23,44,1,东南风,4级,优
20211004,滨湖,晴-多云,33,24,39,1,东南风,4级,优
20211005,滨湖,晴-多云,32,24,46,1,东南风,4级,优
20211006,滨湖,雾-多云,31,24,40,1,东南风,3级,优
20211007,滨湖,小雨-多云,30,24,44,1,西南风,2级,优
20211008,滨湖,多云,29,24,52,2,东北风,2级,良
20211009,滨湖,多云,31,22,26,1,东南风,3级,优
20211010,滨湖,多云-大雨,31,19,36,1,东北风,3级,优
20211011,滨湖,多云,20,18,29,1,东北风,4级,优
20211012,滨湖,多云,23,20,34,1,东北风,4级,优
20211013,滨湖,小雨-多云,24,23,29,1,东北风,4级,优
20211014,滨湖,小雨-多云,29,22,27,1,东南风,2级,优
20211015,滨湖,大雨-中雨,24,16,21,1,北风,3级,优
20211016,滨湖,中雨-多云,18,11,22,1,北风,5级,优
20211017,滨湖,多云,17,10,30,1,东北风,4级,优
20211018,滨湖,多云,19,9,41,1,东南风,2级,优
20211019,滨湖,多云,18,12,54,2,北风,3级,良
20211020,滨湖,中雨-小雨,13,10,30,1,东北风,3级,优
20211021,滨湖,多云,17,9,42,1,西北风,3级,优
20211022,滨湖,多云,18,10,93,2,北风,3级,良
20211023,滨湖,多云,21,13,67,2,东北风,3级,良
20211024,滨湖,多云,21,11,44,1,东北风,3级,优
20211025,滨湖,雾-多云,21,11,49,1,东北风,2级,优
20211026,滨湖,雾-多云,21,12,54,2,东南风,2级,良
20211027,滨湖,多云,22,12,69,2,东北风,2级,良
20211028,滨湖,多云,21,12,53,2,东北风,3级,良
20211029,滨湖,多云,21,12,52,2,东北风,2级,良
20211030,滨湖,多云,23,11,62,2,东北风,2级,良
20211031,滨湖,多云,23,12,52,2,东风,2级,良
20211101,滨湖,多云,23,14,60,2,东风,2级,良
20211102,滨湖,多云,20,11,63,2,东北风,3级,良
20211103,滨湖,雾-多云,22,13,59,2,东南风,3级,良
20211104,滨湖,多云-中雨,21,16,52,2,东南风,3级,良
20211105,滨湖,雾-多云,21,17,27,1,东南风,3级,优
20211106,滨湖,多云,20,14,27,1,东北风,3级,优
20211107,滨湖,大雨-小雨,22,3,33,1,西北风,4级,优
20211108,滨湖,多云,9,2,30,1,西北风,5级,优
20211109,滨湖,多云,13,6,47,1,西北风,4级,优
20211110,滨湖,晴-多云,16,6,47,1,西北风,4级,优
20211111,滨湖,多云,17,4,53,2,西北风,4级,良
20211112,滨湖,晴-多云,18,8,58,2,西北风,2级,良
20211113,滨湖,多云,19,7,61,2,西南风,2级,良
20211114,滨湖,晴-多云,20,6,65,2,西南风,2级,良
20211115,滨湖,多云,20,8,73,2,东南风,2级,良
20211116,滨湖,多云,19,8,78,2,东风,2级,良
20211117,滨湖,雾-多云,17,9,83,2,东南风,2级,良
20211118,滨湖,多云,19,9,69,2,东南风,3级,良
20211119,滨湖,多云,20,10,49,1,东南风,2级,优
20211120,滨湖,多云-小雨,21,15,58,2,东南风,3级,良
20211121,滨湖,小雨,16,5,47,1,西北风,3级,优
20211122,滨湖,多云,9,0,73,2,西北风,4级,良
20211123,滨湖,多云,9,1,65,2,西北风,3级,良
20211124,滨湖,晴,15,4,59,2,西南风,3级,良
20211125,滨湖,晴-多云,18,4,60,2,西南风,2级,良
20211126,滨湖,晴-多云,18,7,76,2,东北风,2级,良
20211127,滨湖,晴-多云,17,8,65,2,东风,3级,良
20211128,滨湖,多云,18,11,42,1,东南风,3级,优
20211129,滨湖,多云,20,9,45,1,东南风,2级,优
20211130,滨湖,多云,11,2,61,2,西北风,5级,良
20211201,滨湖,多云,9,-2,34,1,西北风,3级,优
20211202,滨湖,多云,11,2,49,1,西风,3级,优
20211203,滨湖,多云,15,0,56,2,西北风,3级,良
20211204,滨湖,多云,16,3,81,2,东南风,2级,良
20211205,滨湖,多云,16,4,66,2,东南风,3级,良
20211206,滨湖,多云,17,4,68,2,东南风,2级,良
20211207,滨湖,多云,15,6,95,2,东北风,3级,良
20211208,滨湖,多云,16,7,63,2,东风,3级,良
20211209,滨湖,多云,16,4,77,2,南风,2级,良
20211210,滨湖,多云,16,5,123,3,东北风,2级,轻度
20211211,滨湖,多云-小雨,15,8,96,2,东北风,3级,良
20211212,滨湖,小雨-多云,10,1,80,2,东北风,3级,良
20211213,滨湖,多云,10,1,41,1,东北风,2级,优
20211214,滨湖,多云,13,4,64,2,东南风,3级,良
20211215,滨湖,多云-小雨,15,10,82,2,东南风,2级,良
20211216,滨湖,多云,12,4,73,2,西北风,2级,良
20211217,滨湖,晴-多云,9,-3,83,2,北风,4级,良
20211218,滨湖,晴,7,-2,54,2,西北风,3级,良
20211219,滨湖,多云,12,1,59,2,西南风,3级,良
20211220,滨湖,多云,16,4,58,2,南风,2级,良
20211221,滨湖,晴-多云,17,2,64,2,西风,2级,良
20211222,滨湖,多云,15,3,102,3,东北风,2级,轻度
20211223,滨湖,雾-多云,16,6,60,2,东南风,3级,良
20211224,滨湖,阴-多云,12,0,45,1,东北风,4级,优
20211225,滨湖,多云,2,-4,30,1,东北风,4级,优
20211226,滨湖,多云,1,-4,37,1,西北风,4级,优
20211227,滨湖,晴-多云,4,-1,41,1,西北风,2级,优
20211228,滨湖,多云,6,-1,67,2,东南风,2级,良
20211229,滨湖,多云,10,-3,73,2,西北风,3级,良
20211230,滨湖,多云,10,-2,80,2,西北风,2级,良
20211231,滨湖,多云,10,0,73,2,东北风,2级,良
20220101,滨湖,多云,11,0,53,2,东南风,3级,良
20220102,滨湖,多云,11,0,97,2,北风,2级,良
20220103,滨湖,多云,14,1,96,2,东南风,2级,良
20220104,滨湖,多云-中雨,12,7,82,2,东风,3级,良
20220105,滨湖,大雨-多云,7,3,30,1,东北风,4级,优
20220106,滨湖,多云,8,2,39,1,东北风,3级,优
20220107,滨湖,多云,10,0,58,2,东北风,2级,良
20220108,滨湖,多云,8,4,49,1,东北风,2级,优
20220109,滨湖,多云,7,1,79,2,西南风,2级,良
20220110,滨湖,多云,7,1,137,3,西北风,2级,轻度
20220111,滨湖,多云,6,-3,73,2,北风,3级,良
20220112,滨湖,多云,8,0,65,2,东南风,2级,良
20220113,滨湖,多云,5,-4,88,2,西北风,3级,良
20220114,滨湖,多云,5,0,58,2,东南风,3级,良
20220115,滨湖,多云,11,2,91,2,西风,2级,良
20220116,滨湖,多云,10,3,101,3,东北风,3级,轻度
20220117,滨湖,多云,11,3,63,2,东风,2级,良
20220118,滨湖,多云,11,2,55,2,东南风,3级,良
20220119,滨湖,多云,12,2,78,2,东北风,2级,良
20220120,滨湖,多云,7,2,60,2,东北风,4级,良
20220121,滨湖,多云-小雨,8,6,36,1,东风,3级,优
20220122,滨湖,中雨,10,7,34,1,东风,3级,优
20220123,滨湖,中雨-小雨,9,5,25,1,东北风,3级,优
20220124,滨湖,多云-小雨,7,4,76,2,东北风,3级,良
20220125,滨湖,多云-小雨,6,4,114,3,东北风,2级,轻度
20220126,滨湖,中雨,6,5,65,2,东北风,3级,良
20220127,滨湖,小雨,6,2,56,2,东北风,4级,良
20220128,滨湖,小雨-雨夹雪,5,1,34,1,东北风,3级,优
20220129,滨湖,多云-小雪,4,1,39,1,东北风,3级,优
20220130,滨湖,多云,7,-2,45,1,西北风,3级,优
20220131,滨湖,多云,8,1,91,2,西风,2级,良
20220201,滨湖,多云-雨夹雪,7,1,114,3,东北风,3级,轻度
20220202,滨湖,小雨-雨夹雪,5,1,38,1,东北风,3级,优
20220203,滨湖,小雨,5,0,29,1,东北风,3级,优
20220204,滨湖,雾-多云,8,-1,34,1,西北风,2级,优
20220205,滨湖,多云,7,-2,50,1,东北风,3级,优
20220206,滨湖,多云-雨夹雪,6,1,29,1,东北风,3级,优
20220207,滨湖,雨夹雪-小雨,3,0,20,1,东北风,4级,优
20220208,滨湖,雾-多云,7,0,30,1,东北风,3级,优
20220209,滨湖,小雨-多云,5,3,26,1,东北风,2级,优
20220210,滨湖,多云,9,3,53,2,东北风,2级,良
20220211,滨湖,小雨,6,4,55,2,东风,4级,良
20220212,滨湖,雾-多云,9,5,56,2,东北风,3级,良
20220213,滨湖,多云,8,0,70,2,东北风,2级,良
20220214,滨湖,多云,10,3,81,2,西北风,2级,良
20220215,滨湖,多云-阴,5,1,79,2,东北风,3级,良
20220216,滨湖,多云,8,2,50,1,东北风,3级,优
20220217,滨湖,多云-雨夹雪,4,1,33,1,东北风,4级,优
20220218,滨湖,小雨,6,3,26,1,东北风,3级,优
20220219,滨湖,多云,5,-3,40,1,北风,4级,优
20220220,滨湖,多云,5,-2,39,1,北风,3级,优
20220221,滨湖,多云,8,0,43,1,东南风,2级,优
20220222,滨湖,多云-雨夹雪,9,1,71,2,东风,2级,良
20220223,滨湖,阴-多云,8,-3,48,1,东北风,3级,优
20220224,滨湖,多云,10,-1,44,1,东南风,2级,优
20220225,滨湖,多云,14,1,41,1,东南风,3级,优
20220226,滨湖,多云,17,2,48,1,西南风,2级,优
20220227,滨湖,多云-小雨,16,8,76,2,东南风,3级,良
20220228,滨湖,多云-中雨,22,12,74,2,东南风,2级,良
20220301,滨湖,多云,18,4,94,2,西北风,3级,良
20220302,滨湖,多云,16,4,77,2,东南风,2级,良
20220303,滨湖,多云-中雨,21,10,107,3,东南风,2级,轻度
20220304,滨湖,多云,21,7,58,2,西南风,2级,良
20220305,滨湖,多云,16,5,105,3,东北风,3级,轻度
20220306,滨湖,阴-小雨,12,6,51,2,东南风,3级,良
20220307,滨湖,多云,15,6,40,1,南风,2级,优
20220308,滨湖,晴-多云,20,7,49,1,南风,3级,优
20220309,滨湖,多云,21,10,68,2,东南风,3级,良
20220310,滨湖,多云,22,13,63,2,东南风,3级,良
20220311,滨湖,多云,27,13,70,2,东南风,2级,良
20220312,滨湖,多云-中雨,28,17,76,2,东南风,3级,良
20220313,滨湖,多云,26,15,67,2,东南风,2级,良
20220314,滨湖,多云,25,8,84,2,东北风,3级,良
20220315,滨湖,多云,22,12,64,2,东南风,3级,良
20220316,滨湖,多云-中雨,28,15,78,2,东南风,3级,良
20220317,滨湖,大雨-小雨,13,7,24,1,东北风,5级,优
20220318,滨湖,小雨-多云,10,6,40,1,西北风,3级,优
20220319,滨湖,多云-小雨,12,6,68,2,东北风,3级,良
20220320,滨湖,大雨,8,6,37,1,东北风,3级,优
20220321,滨湖,大雨-中雨,7,6,23,1,东北风,5级,优
